Lake_name,Hylak_id,Country,Latitude,Longitude
Acigol,1341,Turkey,37.83252650542398,29.86101825752383
Adiyaman,14719,Turkey,38.07532307118712,38.26656170665793
Aksehir,1335,Turkey,38.514735830361886,31.41376893762495
Almus Baraji,14540,Turkey,40.37164438440883,36.9567691759405
Altinkaya Baraji,14466,Turkey,41.28202441534528,35.42702879707579
Ataturk Dam,1348,Turkey,37.62016284297993,38.610779752743575
Beysehir,1343,Turkey,37.77666499598681,31.509957287968305
Burdur,1342,Turkey,37.735410813760666,30.18207193667417
Cildir,1311,Turkey,41.04661440909558,43.241732536343186
Eber,1334,Turkey,38.65396584065843,31.170124591150167
Egridir,1340,Turkey,38.05634461701728,30.857448230998322
Ercek,1333,Turkey,38.67514012802378,43.57905629033368
Hazar,14682,Turkey,38.487730838307385,39.40448862792296
Hirfanli,1326,Turkey,39.15595348309596,33.63450846877665
Iznik,1319,Turkey,40.441127693778334,29.522394906323033
Keban Baraji,1332,Turkey,38.84864071468731,39.058341895852344
Kus,1322,Turkey,40.18946535630242,27.96763976565348
Tuz,140,Turkey,38.73014919516684,33.419056598888815
Ulubat,1321,Turkey,40.17211350698918,28.59218361712604
Unnamed,173580,Turkey,38.025157318124634,37.9015093760247
Unnamed,173164,Turkey,39.14502177418026,43.33471825993052
Unnamed,173987,Turkey,36.98366106634761,34.88487552345488
Unnamed,173435,Turkey,38.344170384335925,43.68971927244328
Unnamed,172641,Turkey,40.66377883988647,39.13912006299024
Unnamed,174043,Turkey,36.82318346363884,37.550101637362545
Unnamed,14798,Turkey,36.92401668354917,38.01133807529533
Unnamed,173304,Turkey,38.80402713758337,43.80724258223681
Unnamed,14580,Turkey,39.72801093817265,40.45923916251121
Unnamed,14720,Turkey,38.05430248843799,39.952781283376986
Unnamed,14705,Turkey,38.30645250468964,40.16126126204365
Unnamed,14782,Turkey,37.14215652460151,37.8640046161492
Unnamed,14712,Turkey,38.22183950526177,41.150138154386426
Unnamed,172311,Turkey,41.69767862372185,36.018082784357055
Unnamed,173366,Turkey,38.5611044764049,31.497273990671562
Unnamed,173382,Turkey,38.52539407322874,26.886728874791213
Unnamed,173769,Turkey,37.53434988423624,33.764356806070694
Unnamed,1365671,Turkey,41.152110367366745,26.514431706905217
Unnamed,172602,Turkey,40.78851215410327,26.28176229867078
Unnamed,174068,Turkey,36.714562387210854,35.63386482896307
Unnamed,174158,Turkey,36.29759375084337,33.9541332252883
Unnamed,1365770,Turkey,41.05029666522695,26.345955222871208
Unnamed,1370298,Turkey,36.67401011214054,35.09576724240486
Unnamed,1370597,Turkey,36.28729514940782,33.97499831489619
Unnamed,172761,Turkey,40.3847358132061,28.479205894127098
Unnamed,172763,Turkey,40.37949661792918,28.518362983353892
Unnamed,173254,Turkey,38.88902091369206,33.193465565062425
Unnamed,1368435,Turkey,38.55521973365599,33.37447467767254
Unnamed,172353,Turkey,41.566152081313774,36.094184980671535
Unnamed,1369324,Turkey,37.53419022985526,27.191648007708384
Unnamed,1370266,Turkey,36.70760381263055,35.70023427546455
Unnamed,172343,Turkey,41.584292401782356,36.06306320187012
Unnamed,172349,Turkey,41.56424730835798,36.049027846308086
Unnamed,173384,Turkey,38.51873393971747,33.43804661311498
Unnamed,1365065,Turkey,41.64898865206935,36.05429805474363
Unnamed,1366164,Turkey,40.75354314809694,26.119083283810255
Unnamed,14456,Turkey,41.574353607114695,36.08162072257677
Unnamed,14683,Turkey,38.492057155450716,26.923223786495573
Unnamed,14695,Turkey,38.34039909708242,35.267829732641594
Unnamed,14813,Turkey,36.66612610182846,35.62458336555625
Unnamed,14819,Turkey,36.59609934788996,35.51323849835959
Unnamed,173392,Turkey,38.513415261885605,33.645505397886744
Unnamed,174074,Turkey,36.70398831221825,35.04663170204633
Unnamed,1366170,Greece,40.74549203645388,26.115788860168543
Unnamed,1366521,Turkey,40.38995808403494,28.472926352338792
Unnamed,1367758,Turkey,39.17723540419505,34.380970359393956
Unnamed,1368457,Turkey,38.52305633206971,31.505653678930763
Unnamed,1368648,Turkey,38.29121024573427,33.44169345633098
Unnamed,1369051,Turkey,37.82774335142943,33.63692039350108
Unnamed,1369332,Turkey,37.520590306999,33.79277354121529
Unnamed,1370239,Turkey,36.73738190707696,34.910744411291724
Unnamed,1370292,Turkey,36.67908380150723,35.08561035556552
Unnamed,1370360,Turkey,36.594764022923215,35.34279951155755
Unnamed,172604,Turkey,40.781454895121975,26.267697269674436
Unnamed,173364,Turkey,38.58059096290466,26.853245334065033
Unnamed,173686,Turkey,37.808843741527355,33.64073035285687
Unnamed,173721,Turkey,37.702326870396696,37.50190344528658
Unnamed,1365064,Turkey,41.64804492389781,36.03284494575066
Unnamed,1365165,Turkey,41.52952874665492,36.07439155632678
Unnamed,1365752,Turkey,41.07049596810898,26.40959616219922
Unnamed,1365753,Turkey,41.06888160103652,26.375233823179144
Unnamed,1365757,Turkey,41.06476022893663,26.41954092178744
Unnamed,1368006,Turkey,39.01142121583126,33.34425791621644
Unnamed,1368521,Turkey,38.449179129913304,26.946428167806253
Unnamed,1369595,Turkey,37.3055190286426,36.830230319782075
Unnamed,1370261,Turkey,36.71582575437422,38.99329867698174
Unnamed,172335,Turkey,41.613618650753615,36.05531395248079
Unnamed,173259,Turkey,38.885702367728996,42.6697963314357
Unnamed,173678,Turkey,37.84375948733755,40.54041737720033
Unnamed,173774,Turkey,37.51748388421293,33.717321706388894
Unnamed,1365618,Turkey,41.19727315442052,26.57116472005877
Unnamed,1365628,Turkey,41.18706423296056,26.560706742091376
Unnamed,1368182,Turkey,38.83303797053938,26.972465852260175
Unnamed,1369255,Turkey,37.595937498417875,33.691321499865396
Unnamed,1369280,Turkey,37.57272708772147,33.74156339101352
Unnamed,1370276,Turkey,36.69935148507707,35.681610261897866
Unnamed,1370284,Turkey,36.692750733926914,35.6259773220332
Unnamed,173300,Turkey,38.80171189042981,33.08956490270124
Unnamed,173361,Turkey,38.59132168100917,31.52339706420682
Unnamed,1366563,Turkey,40.31771533646942,27.594628615689597
Unnamed,1366846,Turkey,39.95713340932456,44.26566693036794
Unnamed,1368089,Turkey,38.91866766372227,26.99282216586873
Unnamed,1368523,Turkey,38.44675441375272,30.82770281974474
Unnamed,14610,Turkey,39.213919865095754,34.39048609597497
Unnamed,1365047,Turkey,41.664232492458694,36.04407560316796
Unnamed,1365379,Turkey,41.3697762751933,36.659858032364156
Unnamed,1369561,Turkey,37.33544588276155,36.82667370680309
Unnamed,1369609,Turkey,37.294526393423816,36.82881978520633
Unnamed,1369903,Turkey,37.056430010683705,35.770710063127694
Unnamed,1365035,Turkey,41.6758673489055,35.8084656027303
Unnamed,1369035,Turkey,37.84275855297857,40.588524906982336
Unnamed,173349,Turkey,38.62662152944833,33.153702163109685
Unnamed,1366177,Turkey,40.735797152983835,26.06892775356455
Unnamed,1366179,Turkey,40.7329144878026,26.095025882383048
Unnamed,1369044,Turkey,37.83385933133974,40.671973122308486
Unnamed,1369580,Turkey,37.31735971889181,36.83028490413991
Unnamed,173307,Turkey,38.79076976934044,33.01896868410902
Unnamed,1365135,Turkey,41.57068416863783,36.06228432959948
Unnamed,1365485,Turkey,41.28240656510757,36.94131511609763
Unnamed,1366071,Turkey,40.82357938828799,26.30359684758415
Unnamed,1366124,Turkey,40.785982964649996,26.238395303915524
Unnamed,1367126,Turkey,39.722521449360315,37.1242361873548
Unnamed,1369071,Turkey,37.797238971610895,29.745036724196204
Unnamed,1369271,Turkey,37.583406223219846,33.744663222448594
Unnamed,1369384,Turkey,37.46703905000785,30.049242738380265
Unnamed,14708,Turkey,38.22763136325603,29.898533080357247
Unnamed,173323,Turkey,38.74453280299272,33.086530221723834
Unnamed,1365464,Turkey,41.30133579584006,36.9250390990991
Unnamed,1365726,Turkey,41.10607745071974,26.48744963631693
Unnamed,1366566,Turkey,40.315158511759485,27.23482948656115
Unnamed,1368444,Turkey,38.537953328023455,33.233919898085546
Unnamed,1368919,Turkey,37.9736831580312,40.055454682541345
Unnamed,1369601,Turkey,37.30369125465593,36.845980724944546
Unnamed,172325,Turkey,41.64309606240792,36.069464069197124
Unnamed,172785,Turkey,40.29689334946424,26.25949093618581
Unnamed,173829,Turkey,37.38717002371251,29.971460810377486
Unnamed,1365113,Turkey,41.582105070637,36.031529946210924
Unnamed,1365124,Turkey,41.580810974805935,27.5784021698909
Unnamed,1365146,Turkey,41.5592175931639,27.515583938910538
Unnamed,1365649,Turkey,41.175581361126184,26.534404471342025
Unnamed,1370355,Turkey,36.60021022053214,35.447035570950746
Unnamed,172631,Turkey,40.71589684203392,26.071607835917874
Unnamed,173727,Turkey,37.67795739415673,29.76957826785198
Unnamed,173861,Turkey,37.28996255916259,36.85319437911051
Unnamed,1366684,Turkey,40.125635105275386,28.56674937538397
Unnamed,1367080,Turkey,39.75451883468979,37.538167930024024
Unnamed,1369042,Turkey,37.838491949256436,40.52104018286988
Unnamed,1369045,Turkey,37.833278826509186,40.49421432591277
Unnamed,173368,Turkey,38.562737413855615,26.853646069458378
Unnamed,1366008,Turkey,40.878743962780625,30.613479529561115
Unnamed,1368441,Turkey,38.54155213746992,32.9438918709076
Unnamed,1368449,Turkey,38.534749978890034,33.407851854500734
Unnamed,1369202,Turkey,37.6387694972672,30.050365185300816
Unnamed,1369914,Turkey,37.04656115165944,37.91137672778511
Unnamed,172611,Turkey,40.76985555817726,26.191232211982054
Unnamed,1365429,Turkey,41.33489217116854,26.6559606249488
Unnamed,1365801,Turkey,41.022834176295255,28.56835918272168
Unnamed,1366128,Turkey,40.77967009633349,32.011890978318505
Unnamed,1366569,Turkey,40.313262407409994,43.21798331492691
Unnamed,1368972,Turkey,37.92223740913611,40.29464327138061
Unnamed,173379,Turkey,38.54810448061005,26.875841342261797
Unnamed,1365471,Turkey,41.298212980771154,28.218617981380376
Unnamed,1369025,Turkey,37.853199600454005,40.62514485462297
Unnamed,1369962,Turkey,37.00363049055398,29.73157373485486
Unnamed,14678,Turkey,38.5863171269934,33.08459929642743
Unnamed,172485,Turkey,41.0474460996474,30.565591029946575
Unnamed,1366290,Turkey,40.630970589384226,26.070463561078906
Unnamed,1366642,Turkey,40.19011864342551,28.689897925422056
Unnamed,1369096,Turkey,37.76006122557533,40.35064037545797
Unnamed,1369909,Turkey,37.04608042488224,37.918775438369956
Unnamed,1365662,Turkey,41.16090291789334,27.63666553933453
Unnamed,1367142,Turkey,39.707457369700165,44.71560371460016
Unnamed,1368951,Turkey,37.93745478004168,39.86386772496658
Unnamed,1367956,Turkey,39.048061385995226,37.23490747245776
Unnamed,1368548,Turkey,38.40970712381623,27.05310758510132
Unnamed,1368957,Turkey,37.93108026430051,34.62540924132707
Unnamed,1369752,Turkey,37.19097653093189,36.83660046711974
Unnamed,173756,Turkey,37.57061650325111,39.52693344571388
Unnamed,1364950,Turkey,41.76350278761788,26.57203336371847
Unnamed,1366202,Turkey,40.70408398094291,26.05945313035918
Unnamed,1367563,Turkey,39.29325297121247,30.505276610010892
Unnamed,1369104,Turkey,37.7619205586241,39.63361842088259
Unnamed,1369199,Turkey,37.64408732831481,39.44390878378742
Unnamed,172601,Turkey,40.77982285841831,32.025364092621416
Unnamed,173198,Turkey,39.028058829952386,33.96872675772589
Unnamed,173733,Turkey,37.656149152887615,27.506587220185185
Unnamed,1365014,Turkey,41.70820937973672,26.918842259791703
Unnamed,1365115,Turkey,41.590036675666326,27.293108024570767
Unnamed,1365441,Turkey,41.32395687322594,36.32078837108102
Unnamed,1366116,Turkey,40.79486951345183,35.49469989245386
Unnamed,1367342,Turkey,39.48334399951054,37.0391772438559
Unnamed,1368859,Turkey,38.02846408700327,27.47183745972631
Unnamed,1368949,Turkey,37.94327724304433,40.036928698678295
Unnamed,1369567,Turkey,37.32662732988491,41.85035190791582
Unnamed,172598,Turkey,40.7881219798758,26.349112392078744
Unnamed,1364879,Turkey,41.82508005988749,26.781295829848165
Unnamed,1365414,Turkey,41.34353177146021,26.653280353083264
Unnamed,1366143,Turkey,40.767629894893766,35.45845478740981
Unnamed,1366709,Turkey,40.08117382771591,31.618335706089297
Unnamed,1369309,Turkey,37.54817183795559,40.08290117859602
Unnamed,1370280,Turkey,36.69329835830833,28.82222472508003
Unnamed,14642,Turkey,39.02259562547174,35.814646703272544
Unnamed,173706,Turkey,37.75132245590041,37.556460922299436
Unnamed,1366048,Turkey,40.85349488135593,26.52920319545477
Unnamed,1366148,Turkey,40.76219471772095,31.04213651373317
Unnamed,1366644,Turkey,40.18544677089464,29.65704582757321
Unnamed,1367393,Turkey,39.431110405772415,37.08516790773103
Unnamed,1369316,Turkey,37.53942689219043,40.048893528227886
Unnamed,1369592,Turkey,37.31557977139345,40.06879177063429
Unnamed,1369630,Turkey,37.27792042646883,36.906281662559124
Unnamed,1365091,Turkey,41.615937632691114,26.899725865239255
Unnamed,1365719,Turkey,41.113858674065895,26.560712990823607
Unnamed,1367611,Turkey,39.26536068953037,26.715275021290505
Unnamed,1365183,Turkey,41.514922151346575,27.609054775361905
Unnamed,1367266,Turkey,39.57010850016976,27.433375618130984
Unnamed,1368203,Turkey,38.805267096545876,35.58990567401846
Unnamed,173927,Turkey,37.1154214093801,29.599338422241644
Unnamed,1364936,Turkey,41.77779890607088,26.870691741815136
Unnamed,1365660,Turkey,41.16080629911083,26.40574465757
Unnamed,1365695,Turkey,41.12665028951644,26.556094975249437
Unnamed,1366929,Turkey,39.87117956502621,37.378174269137226
Unnamed,1367572,Turkey,39.29101593844502,30.510766138362442
Unnamed,1368278,Turkey,38.73156152819935,38.33561701426476
Unnamed,1368491,Turkey,38.470377793553865,29.016834144376926
Unnamed,1369373,Turkey,37.482658649175335,31.79966868072823
Unnamed,1369526,Turkey,37.36439709770124,39.571773512819036
Unnamed,1370455,Turkey,36.473710543167826,36.487179546587264
Unnamed,173376,Turkey,38.52547643325832,32.92443885145122
Unnamed,1364756,Turkey,41.96113862767514,35.00522093640263
Unnamed,1364888,Turkey,41.81525563496191,26.40209390724474
Unnamed,1364900,Turkey,41.80398464447972,26.57062483764569
Unnamed,1365025,Turkey,41.69858341663077,26.806724893085832
Unnamed,1365632,Turkey,41.183287705759525,26.584091173877415
Unnamed,1365992,Turkey,40.89251057682986,26.750087332676667
Unnamed,1366209,Turkey,40.690468736250786,30.388745261038903
Unnamed,1368220,Turkey,38.793456411118925,30.37806724186457
Unnamed,1368528,Turkey,38.438882813138925,28.947252932227897
Unnamed,1368546,Turkey,38.411266594097334,39.94721497220631
Unnamed,1368743,Turkey,38.17390747198959,31.74625780648874
Unnamed,1369278,Turkey,37.575998280677226,41.342927515351874
Unnamed,1369626,Turkey,37.28546055393534,39.738807086438946
Unnamed,1365159,Turkey,41.540708789594646,27.094162378565496
Unnamed,1365163,Turkey,41.53633275914174,26.869725189056922
Unnamed,1365237,Turkey,41.46544234656827,26.961191228295206
Unnamed,1365557,Turkey,41.24113017270069,28.93788715602622
Unnamed,1366088,Turkey,40.811155179455014,35.464851014947534
Unnamed,1366562,Turkey,40.31982284137015,28.110046447014714
Unnamed,1367349,Turkey,39.47550180481138,29.727730460658634
Unnamed,1367847,Turkey,39.107847761871646,30.438460492478956
Unnamed,1368899,Turkey,37.991619993842065,27.318704700075447
Unnamed,1368915,Turkey,37.97786943842463,40.224624385725384
Unnamed,1369660,Turkey,37.25567747776007,27.630319804493933
Unnamed,1364703,Turkey,42.016016505793885,34.92012165074543
Unnamed,1365119,Turkey,41.5853490030655,26.85532363249289
Unnamed,1365217,Turkey,41.47910784692029,27.19693697202485
Unnamed,1365271,Turkey,41.437519701832905,27.438240260608865
Unnamed,1365461,Turkey,41.30713937413838,28.764291164409627
Unnamed,1365496,Turkey,41.277395868666616,26.96234489832434
Unnamed,1365576,Turkey,41.23425743667525,26.472971085183637
Unnamed,1365633,Turkey,41.18310593173024,26.451496379629504
Unnamed,1365746,Turkey,41.07887700302901,28.451793155964342
Unnamed,1365908,Turkey,40.945871646894446,26.656120403499965
Unnamed,1366621,Turkey,40.23404694401956,40.06982712352534
Unnamed,1366952,Turkey,39.84790922731562,37.50153452477198
Unnamed,1367491,Turkey,39.34963989798298,33.760028003026086
Unnamed,1368536,Turkey,38.42883472557281,28.979979115176068
Unnamed,1364880,Turkey,41.82619745113256,26.848919691416334
Unnamed,1365156,Turkey,41.548464415807,27.051516244189777
Unnamed,1365157,Turkey,41.547033962227424,27.271901581716268
Unnamed,1365203,Turkey,41.495368258679406,27.370026692548112
Unnamed,1365221,Turkey,41.47548822774466,27.61579318058589
Unnamed,1365472,Turkey,41.292042815436076,26.539252772673777
Unnamed,1365474,Turkey,41.291911907037814,26.634759426494707
Unnamed,1365482,Turkey,41.28749084786975,28.75866348058751
Unnamed,1365501,Turkey,41.273903398776255,26.508879662346008
Unnamed,1366807,Turkey,39.997810121992345,28.089787869546953
Unnamed,1367170,Turkey,39.677185066892264,27.673408663382574
Unnamed,1367554,Turkey,39.302735136841676,30.501151672611652
Unnamed,1368791,Turkey,38.11415491965059,39.58759868571439
Unnamed,1369355,Turkey,37.5034432006606,32.30880530347884
Unnamed,172590,Turkey,40.829159914978774,26.326828940466545
Unnamed,172686,Turkey,40.60381272434783,26.26627581233484
Unnamed,1364892,Turkey,41.81395019728794,26.976507056137383
Unnamed,1365169,Turkey,41.52933467900386,27.196489847914183
Unnamed,1365535,Turkey,41.25578912815766,28.735990872905067
Unnamed,1365685,Turkey,41.13730301049694,26.44572823830991
Unnamed,1367064,Turkey,39.77007288435492,26.224945693828367
Unnamed,1367201,Turkey,39.642981754183296,27.610798338213378
Unnamed,1367598,Turkey,39.26776614033672,41.105904275566836
Unnamed,1367949,Turkey,39.057169982579666,33.9536283184725
Unnamed,1368061,Turkey,38.94628987610733,34.155512740073625
Unnamed,1368623,Turkey,38.315422417879425,28.027692023511342
Unnamed,1368875,Turkey,38.02005496928796,27.464550550148978
Unnamed,1369057,Turkey,37.81542358166248,38.40107502657671
Unnamed,1369072,Turkey,37.79735518481086,38.429728277070915
Unnamed,1369118,Turkey,37.744438017541434,38.58548147936406
Unnamed,1369172,Turkey,37.68485579258986,38.13570452945938
Unnamed,1369264,Turkey,37.588042751287745,27.444034594135076
Unnamed,1369386,Turkey,37.467740742027985,31.79258224859032
Unnamed,1369589,Turkey,37.3147429513837,27.689673842500504
Unnamed,1370253,Turkey,36.719798674579295,36.205353808817925
Unnamed,14739,Turkey,37.56714509094558,29.96675629997422
Unnamed,1365743,Turkey,41.07969511693776,27.172789980625403
Unnamed,1366139,Turkey,40.76998171873206,26.281683972128988
Unnamed,1366596,Turkey,40.271499577885486,28.251957894755954
Unnamed,1366670,Turkey,40.14829008798423,25.925581668180477
Unnamed,1367562,Turkey,39.29739148521276,30.50306042394312
Unnamed,1368771,Turkey,38.13547966824004,31.76932854451424
Unnamed,1365144,Turkey,41.564913977674514,27.34899172270667
Unnamed,1365214,Turkey,41.481543328161415,33.44084690841466
Unnamed,1365942,Turkey,40.92278672256711,26.622573569722878
Unnamed,1367530,Turkey,39.31782324925375,27.984632934350124
Unnamed,1368674,Turkey,38.247092250337566,31.817897261352613
Unnamed,1369132,Turkey,37.729402889797136,38.608219990357064
Unnamed,1369432,Turkey,37.435325933830654,29.90518792518151
Unnamed,1369897,Turkey,37.06133568970236,37.16871651164843
Unnamed,14661,Turkey,38.811223594249505,42.98744090689974
Unnamed,1365710,Turkey,41.11568756658667,27.360392648916275
Unnamed,1365748,Turkey,41.07436333902165,26.663440737268548
Unnamed,1367024,Turkey,39.79548367786609,27.828007877113958
Unnamed,1368123,Turkey,38.89202124109844,39.60891935884316
Unnamed,172950,Turkey,39.56711275310668,33.42148498643508
Unnamed,1364807,Turkey,41.90354404526864,35.04368638919065
Unnamed,1365208,Turkey,41.48945613120194,27.49861792853849
Unnamed,1365225,Turkey,41.47332142421408,27.509055223014805
Unnamed,1365252,Turkey,41.450392529495616,27.26744290671848
Unnamed,1365481,Turkey,41.28418803770778,28.781154293414744
Unnamed,1365518,Turkey,41.26519252575051,28.818420235655974
